# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : Lipidomics_MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.RATON_2022_Mar_29_11_16_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Mar 29 11:29:28 CEST 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MF_KO_C1: Log2(normalized),MF_KO_C2: Log2(normalized),MF_KO_C3: Log2(normalized),MF_KO_C4: Log2(normalized),MF_KO_C5: Log2(normalized),MF_KO_C6: Log2(normalized),MF_KO_ET1: Log2(normalized),MF_KO_ET2: Log2(normalized),MF_KO_ET3: Log2(normalized),MF_KO_ET4: Log2(normalized),MF_KO_ET5: Log2(normalized),MF_KO_ET6: Log2(normalized),MF_WT_C1: Log2(normalized),MF_WT_C2: Log2(normalized),MF_WT_C3: Log2(normalized),MF_WT_C4: Log2(normalized),MF_WT_C5: Log2(normalized),MF_WT_C6: Log2(normalized),MF_WT_ET1: Log2(normalized),MF_WT_ET2: Log2(normalized),MF_WT_ET3: Log2(normalized),MF_WT_ET4: Log2(normalized),MF_WT_ET5: Log2(normalized),MF_WT_ET6: Log2(normalized),MM_KO_C1: Log2(normalized),MM_KO_C2: Log2(normalized),MM_KO_C3: Log2(normalized),MM_KO_C4: Log2(normalized),MM_KO_C5: Log2(normalized),MM_KO_C6: Log2(normalized),MM_KO_ET1: Log2(normalized),MM_KO_ET2: Log2(normalized),MM_KO_ET3: Log2(normalized),MM_KO_ET4: Log2(normalized),MM_KO_ET5: Log2(normalized),MM_KO_ET6: Log2(normalized),MM_WT_C1: Log2(normalized),MM_WT_C2: Log2(normalized),MM_WT_C3: Log2(normalized),MM_WT_C4: Log2(normalized),MM_WT_C5: Log2(normalized),MM_WT_C6: Log2(normalized),MM_WT_ET1: Log2(normalized),MM_WT_ET2: Log2(normalized),MM_WT_ET3: Log2(normalized),MM_WT_ET4: Log2(normalized),MM_WT_ET5: Log2(normalized),MM_WT_ET6: Log2(normalized),Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name
TG 18:1_18:1_22:3,1.1558857,0.816761,0.5257778,0.05365944,0.20649338,-0.13014412,1.2832832,0.33374214,-0.05365944,1.100872,0.33545876,1.2593269,-0.34638786,1.1743641,0.29465485,-0.17741776,0.3391838,2.1143932,-0.12919617,0.6743088,0.8176632,0.81931496,-0.1221447,-0.33461952,-0.7345772,20.004898,20.10388,-1.1360683,-0.0932045,-1.029459,-0.43838882,-0.11528206,-0.5520687,-0.11875725,-0.18610954,0.26206398,-0.24452019,-1.1161957,0.44973946,-0.06562996,-0.2259922,-0.34708214,21.502209,20.943974,-0.5707283,-0.5223522,-0.7379513,19.549612,TG 18:1_18:1_22:3,"TG 18:1_18:1_22:3 [ C61 H108 O6, tgt=77.81, overall=77.81, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:1_18:1_22:3
PC 40:3,-0.56749153,-0.70765686,-0.7847576,-0.0800457,-1.1465225,-0.51665306,-0.93792915,-1.3513508,-0.10359383,0.63604355,-19.63574,0.1048584,-20.317587,-0.70467186,-0.07036018,-0.95495987,-0.71458817,-0.3740921,-0.41261292,0.56090164,-0.34870338,-0.123910904,-0.49277496,-1.1897278,-0.20722198,-0.4368744,0.07036018,0.41612244,-20.064404,0.15054512,1.1503029,0.95482635,0.24526978,1.2401543,1.4154072,1.5606918,0.38858414,1.0806408,0.7338085,0.96450996,0.4277172,0.9161091,0.96992874,1.1770782,0.43670845,0.6941147,1.3960781,0.83213997,PC 40:3,"PC 40:3 [ C48 H90 N O8 P, tgt=76.56, overall=76.56, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 40:3
TG 15:0_16:0_16:0,0.5981655,0.8930683,-0.26649284,0.58366966,0.4909649,-19.150331,-17.736904,-0.39058304,-0.8917084,-17.919315,0.15881157,-17.76086,-19.366575,-17.845823,-18.725533,-19.197605,0.9788208,-16.905794,0.49837303,0.5402641,0.26698303,-18.200872,-19.142332,-19.354807,1.6309566,0.90517807,1.0460491,-0.13563728,1.0552082,0.42341805,0.37267113,0.21379662,-0.52206993,-0.5325718,0.5432415,0.7605591,0.9354305,-0.08736992,1.6599407,0.3332138,-0.040836334,0.040836334,0.66332054,1.1637497,-19.590916,-0.48236084,-0.211977,-0.16573334,TG 15:0_16:0_16:0,"TG 15:0_16:0_16:0 [ C50 H96 O6, tgt=97.76, overall=97.76, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 15:0_16:0_16:0
PC 42:9  RT:7.851,-0.19174767,-17.25951,-0.73571014,-0.24246407,0.6005802,0.8892689,-0.06594467,0.021966934,0.14931297,-1.2466545,-0.3304863,-16.816944,-1.4275665,-16.901907,-0.07888985,-1.7400379,-0.8056221,-15.961878,-0.45261574,-17.401962,-17.258608,-17.256956,-18.198416,-1.4791603,-18.810848,-0.021966934,1.00947,1.3037663,0.090335846,1.8882713,1.0177536,1.9023972,1.8470459,2.4089375,1.9578819,1.4491005,0.87132835,2.0900898,-1.1363869,0.30204964,1.0494385,1.942339,1.047184,0.51825714,-1.0076008,1.4764938,1.7520428,0.19940567,PC 42:9,"PC 42:9 [ C50 H82 N O8 P, tgt=81.05, overall=81.05, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 42:9  RT:7.851
SM d39:1,-0.009239197,-0.34836388,-0.6393471,-1.1114655,-0.9586315,17.89771,0.11815834,-0.83138275,-1.2187843,-0.06425285,-0.82966614,0.09420204,-1.5115128,0.009239197,-0.87047005,18.13028,-0.8259411,0.94926834,-1.2943211,-0.49081612,-0.3474617,-0.34580994,-1.2872696,-1.4997444,17.045708,17.99679,18.072489,17.327534,19.333858,17.647985,-1.6035137,18.247501,-1.7171936,17.628462,19.400839,19.061165,17.677172,17.858719,-0.71538544,18.575384,-1.3911171,18.812313,18.224169,-1.3523064,-1.7358532,18.323452,17.849306,17.672474,SM d39:1,"SM d39:1 [ C44 H89 N2 O6 P, tgt=68.96, overall=68.96, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d39:1
Cer_NS d18:1_22:0,-17.750332,-18.089457,-18.38044,-18.852558,-18.699724,-19.036362,-17.622934,-18.572475,-18.959877,-17.805346,-18.570759,-17.64689,-0.040237427,-17.731853,-18.611563,-19.083635,0.32546806,-16.791824,-0.4233055,-0.9044609,-18.088554,-18.086903,-1.2674999,-19.240837,0.56409454,0.928133,0.78674126,1.1573677,1.78158,1.3268185,-19.344606,1.5821495,1.8632469,1.8316383,2.2436275,1.3548641,1.4381065,1.2193146,1.214714,1.0714035,0.991312,1.6739464,0.7580929,0.9999752,0.040237427,0.64411545,1.3566074,1.1382618,Cer_NS d18:1_22:0,"Cer_NS d18:1_22:0 [ C40 H79 N O3, tgt=95.09, overall=95.09, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,Cer_NS d18:1_22:0
PC 36:5  RT:6.984,0.5419493,0.9252825,-17.866005,0.9675398,-1.0825453,1.1241503,-17.108501,-18.05804,-18.445442,-0.20346928,-18.056324,-17.132458,0.48715496,-0.97772884,-0.26728344,-0.24599743,-0.33997822,1.0766611,1.373374,0.7433367,-0.7002554,-17.572468,-0.53937817,-0.73037624,2.0938978,1.762475,0.5999422,1.4662638,1.1912832,-1.5562582,-18.830173,1.1118002,0.12794209,-18.51054,-1.325551,-0.7517729,1.2382498,0.6179209,1.1744909,7.60E-04,0.7861872,-7.60E-04,1.714881,1.3329172,0.7755251,-0.43215847,1.8143034,-0.53524685,PC 36:5,"PC 36:5 [ C44 H78 N O8 P, tgt=91.16, overall=91.16, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 36:5  RT:6.984
PC 37:1,-19.514204,0.0862751,-0.024316788,0.001667023,-0.6810684,-0.11971283,-1.0056057,-3.8133526,-0.23814392,0.6601677,-3.8806534,0.15225983,-0.11431694,-19.495726,-0.014755249,-0.036323547,-0.081832886,-18.555696,-0.40681648,0.8599949,-0.20306206,-0.05565071,-0.5226593,0.009979248,-0.1614933,0.27280807,0.30047607,0.7227535,0.3228855,0.3708248,0.6985531,0.6365566,0.74534416,0.49046326,0.43294907,0.9095669,-1.0120335,-0.9893074,0.06331253,0.26639175,-0.14974785,-0.4336834,0.5289612,0.3873062,-0.001667023,0.57382584,0.9622555,0.26224518,PC 37:1,"PC 37:1 [ C45 H88 N O8 P, tgt=77.06, overall=77.06, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 37:1
SM d34:0,1.516038,1.069623,0.39745045,0.9416399,0.7525892,0.11247158,1.1819124,0.78109646,0.5071039,1.501689,0.092988014,1.0899973,1.1914396,1.376071,0.6166773,-0.19968319,0.82324505,1.3430719,0.3259573,1.4093962,0.038189888,-18.948254,-0.1764574,-0.021296501,-0.37860394,-0.73948383,-0.6781931,-0.2977457,0.010321617,-1.0382757,-0.3418169,0.29783154,-0.87321377,-0.10583782,-0.29812717,0.11729717,-0.12870693,-0.82658863,0.10129261,-0.32138157,-0.23613453,-0.36311817,-0.010321617,-0.35607243,-1.1670256,-0.17030239,-0.40051174,-0.5674944,SM d34:0,"SM d34:0 [ C39 H81 N2 O6 P, tgt=99.12, overall=99.12, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d34:0
TG 51:5,-0.5429535,-0.8820782,-1.1730614,-1.6451797,-1.4923458,-1.8289833,-0.41555595,-1.365097,-1.7524986,-0.59796715,-1.3633804,-0.43951225,-2.045227,16.871052,-1.4041843,17.939857,16.15796,0.41555405,17.829365,17.785908,-0.881176,-0.87952423,16.628859,-2.0334587,19.660082,18.647497,18.930332,18.595377,19.107443,18.018932,-2.137228,-1.8141212,17.410156,-1.8175964,-1.8849487,-1.4367752,17.299196,17.645077,16.453445,18.026009,-1.9248314,16.720043,17.56559,17.730999,17.316017,-2.2211914,17.60257,17.721249,TG 51:5,"TG 51:5 [ C54 H94 O6, tgt=59.88, overall=59.88, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 51:5
PC 36:6,0.57991886,0.19019794,-18.246922,-18.71904,-18.566204,0.0911684,0.5962286,0.22939205,0.037686348,-17.671825,-18.43724,0.4736204,-19.119087,-17.598335,-18.478043,-0.037686348,-18.433514,0.79144764,0.4541254,-0.046505928,0.52172184,-17.953384,0.20385456,-0.16146564,-0.68708134,-0.65088177,-0.7533102,-19.908768,-0.15806866,-0.13940525,-19.211086,-18.887981,0.33006954,0.7482538,0.3878126,0.15208912,0.52914715,0.78246593,0.27221775,0.45315647,0.33054447,-19.119781,0.4489622,0.6016245,-0.05644512,0.27146626,0.45875072,-0.2240305,PC 36:6,"PC 36:6 [ C44 H76 N O8 P, tgt=76.22, overall=76.22, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 36:6
DGTS 38:2,1.0657825,0.8767376,0.80851364,0.81973076,1.0049782,0.025396347,1.7673454,1.095871,0.8216286,1.7618923,0.6990452,0.93138885,-0.04450035,0.5560589,0.5746994,0.13007164,0.6505699,1.2867317,0.5395069,0.6136551,0.9123764,0.43232918,0.13106537,0.117702484,-1.392355,-1.0154476,-1.234211,-0.5393753,-19.73278,-0.57416916,-0.48251152,-0.060005188,-0.025396347,0.029506683,-0.46302795,-0.4433117,-0.52163124,-0.28063774,-0.68117905,-0.86571884,-0.34482765,-0.33452034,-0.23512077,-0.53094864,-2.0950737,-0.06738663,-0.31210136,-0.7618542,DGTS 38:2,"DGTS 38:2 [ C48 H89 N O7, tgt=80.48, overall=80.48, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,DGTS 38:2
TG 16:0_16:0_17:0,0.40990067,19.027592,-0.22020721,19.254599,18.755041,19.671856,0.5372982,-0.4122429,-0.7996445,0.354887,-0.41052628,0.5133419,20.537283,0.42837906,-0.45133018,19.671886,-0.40680122,1.3684082,-0.8751812,-0.071676254,0.07167816,0.073329926,-0.86812973,19.9429,19.46881,19.371979,19.535503,-1.8820534,19.324501,-1.775444,18.678484,-0.8612671,-1.2980537,-0.8647423,19.160439,-0.48392105,-0.9905052,-1.8621807,-0.29624557,-0.811615,-0.97197723,-1.0930672,19.674763,19.960726,-1.3167133,-1.2683372,-1.4839363,18.124504,TG 16:0_16:0_17:0,"TG 16:0_16:0_17:0 [ C52 H100 O6, tgt=83.95, overall=83.95, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_16:0_17:0
TG 18:0_18:0_18:0  RT:12.657,-19.074112,-19.413239,-19.70422,-20.176338,-20.023506,-20.360142,-18.946716,-19.896255,-20.283657,-19.129128,-19.894539,-18.970673,-20.576385,-19.055634,1.9110003,1.9426241,1.4189672,3.4065714,-20.359196,3.5893335,0.84595203,3.804021,0.93430805,-20.564617,-20.964577,1.5204859,-0.77844524,0.575099,0.10496998,-21.259457,-0.8908186,-1.624938,0.55161,0.22921467,-0.06289768,0.06289768,-20.474518,0.5713911,1.762496,1.0460768,1.1294966,1.3798323,-20.455276,1.3377295,0.7648592,0.84754467,0.50511646,2.5198298,TG 18:0_18:0_18:0,"TG 18:0_18:0_18:0 [ C57 H110 O6, tgt=97.60, overall=97.60, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:0_18:0_18:0  RT:12.657
TG 18:0_18:0_18:0  RT:12.398,-16.547012,2.646268,2.8424444,-17.649239,-17.496407,0.14163494,-16.419617,0.4797411,-17.756557,-16.602028,-17.36744,-16.443573,-18.049286,5.130267,4.291026,1.1665106,-17.363716,2.8194513,-17.832096,2.9133005,4.433755,4.178115,3.4920511,-18.037518,-18.437477,2.5948458,0.44126606,-18.838966,0.82495403,-18.732357,-0.14163494,-17.81818,1.2502356,0.9800272,-17.889008,-17.440834,-17.947418,2.9537764,4.81211,4.075906,-17.92889,4.0839205,-17.928177,2.924718,2.9515142,-18.22525,-18.44085,3.0757647,TG 18:0_18:0_18:0,"TG 18:0_18:0_18:0 [ C57 H110 O6, tgt=98.10, overall=98.10, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:0_18:0_18:0  RT:12.398
PC 39:5,0.47035217,-16.651041,-16.942024,2.8265457,2.344471,2.4467735,0.713007,-17.13406,0.69615936,-16.36693,-17.132343,-16.208475,1.5137978,-16.293438,0.89276886,-17.64522,-0.042627335,-15.353409,1.6114693,-16.793493,-16.650139,0.4279518,0.55124664,-17.802422,-0.7859459,-0.54880905,-1.3549938,-1.5778332,-0.9529972,1.6354103,-17.90619,0.99149513,-18.01987,-17.58656,2.0529785,-17.205738,0.66371346,0.32962036,-0.014446259,0.653553,1.1677685,1.3574123,1.7699986,1.3046322,0.014446259,-17.990154,1.4478397,0.20108795,PC 39:5,"PC 39:5 [ C47 H84 N O8 P, tgt=67.60, overall=67.60, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 39:5
TG 44:1,0.6387186,0.026068687,-0.10278797,-0.7410116,0.20481968,-1.2128096,0.72988415,-0.9717932,-1.6844797,-0.22430706,-0.6188822,-0.086016655,1.0668879,0.63777065,0.7809572,-0.6622877,0.4832983,2.1736364,-0.10048008,-0.17509937,0.283185,0.12155819,-0.42384815,0.098921776,0.18825817,0.13991642,0.1611166,0.52971745,-0.4597292,-0.5087671,0.39687824,-0.39698887,-1.35534,-0.060492516,-0.3387022,0.6872511,1.2737188,-0.8574705,1.8670568,-0.026068687,-0.058867455,0.03682804,-0.11345577,0.45244122,0.67898273,-0.10364628,0.21810818,-0.38654423,TG 44:1,"TG 44:1 [ C47 H88 O6, tgt=78.90, overall=78.90, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 44:1
PC 39:7,-0.5429535,-0.8820782,-1.1730614,-1.6451797,-1.4923458,16.107931,-0.41555595,-1.365097,-1.7524986,-0.59796715,-1.3633804,-0.43951225,-2.045227,-0.5244751,-1.4041843,-1.876257,-1.3596554,0.41555405,-1.8280354,-1.0245304,-0.881176,-0.87952423,-1.8209839,-2.0334587,15.628462,15.404448,16.246542,16.995632,16.499603,17.677582,15.742529,17.223,17.873457,17.736826,16.591053,15.893196,16.630692,17.94007,16.40923,15.057106,16.131495,-2.0459213,16.861977,16.112211,-2.2695675,17.830645,18.372486,16.132427,PC 39:7,"PC 39:7 [ C47 H80 N O8 P, tgt=79.60, overall=79.60, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 39:7
TG 46:3,-0.2034998,0.38261127,-18.659111,-19.13123,-0.7797365,-0.43708706,-0.5182829,-18.851147,-1.1132021,-18.084019,-0.06098461,-17.925564,0.4739275,0.16692829,-1.500596,-0.034207344,0.47006702,1.102107,-0.15936184,-0.19148159,-0.5555086,-0.16357517,0.15687084,0.033719063,1.2475061,0.48113918,0.97879124,0.28101635,0.41026783,0.31564045,0.5309019,-19.30017,-0.40010548,-0.44186878,-19.370998,1.0499048,0.7615671,-0.033719063,1.0227385,0.09669018,-0.7626753,-0.15794468,0.15003681,1.1367254,0.86341,0.15154171,0.36724567,0.30419636,TG 46:3,"TG 46:3 [ C49 H88 O6, tgt=79.13, overall=79.13, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 46:3
PC 39:3,-16.424,-16.763126,-17.054108,-17.526226,-17.373394,-17.71003,-16.296604,-4.128338,-17.633545,-16.479015,-17.244427,-16.32056,-17.926273,-16.405521,1.2003107,-0.2093172,0.1685648,-15.465493,0.61939526,1.3431425,-16.762222,-16.76057,-17.70203,-17.914505,-8.06E-04,0.94030094,-2.9013815,0.35244465,0.35299015,0.06866932,-18.018276,0.5784235,8.06E-04,0.91790867,1.1846724,0.153718,0.84751415,1.4615088,0.81707287,1.3580503,1.237153,1.4399347,1.3399286,1.1274519,-0.3497343,0.5557718,1.1848402,1.0230341,PC 39:3,"PC 39:3 [ C47 H88 N O8 P, tgt=73.84, overall=73.84, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 39:3
TG 55:7,-15.567149,-1.4021997,-16.197258,-16.669376,-16.51654,-2.4512997,-15.439752,-16.389294,-16.776695,-15.622163,-16.387577,-15.463708,-17.069424,1.9155722,2.4451723,2.9703074,1.3318777,-14.608642,1.9979067,-16.048725,-15.905372,1.4630461,2.5261164,2.5282316,1.9207582,2.4908152,3.4219656,-1.2895155,1.4355478,2.3739367,0.31047344,-0.31047344,-17.275105,-16.841793,2.5388231,-1.0180597,-16.967556,0.5089655,-16.273296,1.6803446,-16.949028,0.93669033,2.014062,2.020032,0.5865488,1.6893663,1.6017027,1.599206,TG 55:7,"TG 55:7 [ C58 H98 O6, tgt=70.99, overall=70.99, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 55:7
PC 42:7,-18.706455,0.42094994,-19.336563,-0.5015507,0.009227753,-0.8109646,-18.579058,0.5028057,-0.009227753,0.53595734,-19.526882,1.3454361,-20.208729,-18.687977,-19.567686,-20.039759,-0.22951317,-17.747948,0.55931664,0.7106495,-19.044678,0.8617687,0.33808327,-0.035150528,-0.07104111,-0.11046219,-0.25938416,-1.552742,0.79688644,-0.71012497,0.02236557,0.5969372,-1.5119209,0.8820305,-20.04845,1.229763,-20.106861,-20.978537,1.328598,1.7599506,1.2255421,1.215765,1.5129013,1.6969013,1.0389748,1.0340462,1.271944,0.8639183,PC 42:7,"PC 42:7 [ C50 H86 N O8 P, tgt=81.89, overall=81.89, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 42:7
PC 42:6  RT:11.846,0.6136904,0.6595602,0.5992117,0.8424845,0.78698444,0.44970417,1.2864237,0.38033772,0.2731619,1.1270933,0.87512493,0.7173891,-0.2401743,-0.28556728,0.24230862,0.14667988,0.10466671,-0.2662058,-0.26460743,0.7653837,0.16245174,-0.03399372,-0.15469456,-0.07423496,-0.7570486,-0.77582836,-2.8113108,-0.57036686,-19.458923,-0.15319347,-19.804108,-0.19947147,0.2065897,-19.484474,-19.551826,-19.103653,0.75838184,-1.5591574,0.9182768,-0.014990807,0.014990807,0.02861309,0.072945595,-0.12842846,0.525403,-0.13169193,-0.32639408,-20.221638,PC 42:6,"PC 42:6 [ C50 H88 N O8 P, tgt=90.44, overall=90.44, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 42:6  RT:11.846
PE 22:0_16:4,1.235302,0.8961773,0.6051941,0.13307571,0.28590965,-0.050727844,1.3626995,0.41315842,0.025756836,1.1802883,0.41487503,1.3387432,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,-0.049779892,0.75372505,0.89707947,0.89873123,-0.042728424,-0.25520325,-0.6551609,-0.79735184,20.528002,-1.0566521,-0.013788223,21.426264,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,22.191687,-1.0367794,0.52915573,0.013786316,-0.14657593,-0.26766586,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,PE 22:0_16:4,"PE 22:0_16:4 [ C43 H78 N O8 P, tgt=78.71, overall=78.71, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PE 22:0_16:4
PC 37:3  RT:11.290,0.82128525,0.48216057,0.19117737,-0.280941,-0.12810707,-0.46474457,0.9486828,-8.58E-04,-0.3882599,0.7662716,8.58E-04,0.9247265,-0.6809883,20.431461,15.675507,-0.5120182,0.004583359,18.69073,-0.46379662,0.33970833,0.48306274,0.4847145,-0.45674515,-0.66922,-1.0691776,18.170424,19.909975,18.007154,-0.42780495,16.743685,15.941927,-0.4498825,17.786213,17.733341,-0.52071,-0.07253647,-0.57912064,15.681845,17.51621,-0.4002304,14.557659,-0.6816826,-0.5598793,-0.5217819,-0.90532875,-0.85695267,-1.0725517,-1.1905212,PC 37:3,"PC 37:3 [ C45 H84 N O8 P, tgt=88.53, overall=88.53, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 37:3  RT:11.290
DG 18:1_18:2,0.027507782,-0.3116169,-0.6026001,-1.0747185,-0.92188454,-1.258522,0.15490532,-0.7946358,-1.1820374,-0.027505875,-0.79291916,0.13094902,18.471058,0.045986176,-0.83372307,18.223108,19.315163,0.9860153,16.964645,-0.45406914,-0.31071472,19.187067,19.41088,17.417376,-1.8629551,17.965666,17.847918,-2.2644463,19.610033,18.0769,18.469414,-1.24366,-1.6804466,-1.2471352,-1.3144875,17.099335,-1.3728981,-2.2445736,-0.67863846,-1.1940079,-1.3543701,-1.47546,18.790932,18.504663,17.804356,18.546818,17.848846,18.514761,DG 18:1_18:2,"DG 18:1_18:2 [ C39 H70 O5, tgt=94.95, overall=94.95, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,DG 18:1_18:2
TG 15:2_16:0_18:2  RT:13.741,1.235302,0.8961773,0.6051941,0.13307571,0.28590965,-0.050727844,1.3626995,0.41315842,0.025756836,1.1802883,0.41487503,1.3387432,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,-0.049779892,0.75372505,0.89707947,0.89873123,-0.042728424,-0.25520325,21.116648,-0.79735184,20.204737,19.179184,-0.013788223,-0.9500427,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,-0.16510391,-1.0367794,0.52915573,0.013786316,-0.14657593,-0.26766586,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,TG 15:2_16:0_18:2,"TG 15:2_16:0_18:2 [ C52 H92 O6, tgt=82.77, overall=82.77, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 15:2_16:0_18:2  RT:13.741
PC 36:5  RT:8.308,0.4573021,0.16994286,-0.0667572,0.21133995,0.15992546,-0.53905106,1.1069202,0.06620216,0.30439186,0.90771294,0.51391983,0.97146225,-18.307259,-0.12691498,-0.07240105,-0.07010841,-0.3074665,-1.8572598,-0.11496353,0.5990677,0.48324394,-0.46842575,0.12893105,0.04986763,-0.47475243,-0.4603939,-0.8280239,-0.37058067,-0.7050438,-0.8571625,-18.39926,0.33238792,-0.15583038,0.052022934,0.14617348,0.48916817,1.0256462,-0.5775852,-17.511131,-0.8449707,0.09788895,0.30954742,0.8935566,0.10195923,-0.60653114,0.38191605,-0.04986763,-0.21595383,PC 36:5,"PC 36:5 [ C44 H78 N O8 P, tgt=84.13, overall=84.13, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 36:5  RT:8.308
PC 31:0  RT:9.477,-17.645466,-17.984589,-18.275574,1.1494169,1.2077417,1.0540304,-17.518066,-18.46761,-18.855011,-17.700478,-18.465893,-17.542023,0.6036825,-17.626987,-18.506695,-18.978767,-18.462166,-16.686958,0.6852884,-18.12704,-17.983688,-17.982037,-18.923496,-19.135971,0.5114851,0.19390965,0.2693739,0.20248508,0.4595251,0.04435253,-0.04435253,0.47838688,0.47259998,0.06221485,0.22885227,0.3468771,0.607461,0.2514391,-18.351612,0.28594875,0.6564264,0.85316944,0.3706808,0.32409954,-0.50137424,0.070599556,-0.1320219,-0.44006443,PC 31:0,"PC 31:0 [ C39 H78 N O8 P, tgt=96.92, overall=96.92, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 31:0  RT:9.477
TG 45:2,-14.301436,0.099799156,-14.931544,2.361598,-15.250829,-15.587466,-14.174039,-15.12358,1.6822157,-14.35645,-15.121863,-14.197995,3.028575,2.1556234,-15.162667,-0.099799156,-15.118138,-13.342929,-15.586518,1.1284485,-14.639659,-14.638007,1.913764,-15.791942,3.8720598,2.8785353,2.6315527,-16.593391,2.95959,2.062827,2.431653,-15.572604,-16.009392,-15.576079,2.3150988,2.7659082,-15.701842,1.9011545,4.836629,-15.522952,-15.683314,2.212306,2.2520514,2.363286,1.7170324,1.7548552,1.9623652,0.5809698,TG 45:2,"TG 45:2 [ C48 H88 O6, tgt=76.41, overall=76.41, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 45:2
TG 14:0_16:0_16:0  RT:14.918,0.84168625,0.50256157,0.21157837,-0.26054,18.277184,-0.44434357,19.7186,0.019542694,-0.3678589,0.7866726,0.021259308,0.9451275,-0.6605873,0.86016464,-0.019544601,-0.4916172,18.170921,1.8001938,17.828173,19.006674,0.50346375,0.5051155,17.588017,-0.64881897,-1.0487766,-1.1909676,17.769361,18.122084,-0.40740395,-1.3436584,-0.7525883,-0.4294815,16.825203,-0.4329567,-0.500309,-0.052135468,-0.55871964,-1.4303951,0.13554001,-0.3798294,-0.54019165,-0.6612816,-0.5394783,-0.5013809,17.847265,-0.83655167,17.768318,17.59169,TG 14:0_16:0_16:0,"TG 14:0_16:0_16:0 [ C49 H94 O6, tgt=91.23, overall=91.23, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_16:0_16:0  RT:14.918
